prefix,city_csv,sim_csv,provider_csv,provider_api,hlr_api,raw_text
81142,Parepare,HALO,TELKOMSEL,,,
813433,Parepare,HALO / SIMPATI,TELKOMSEL,,,
813434,Parepare,HALO / SIMPATI,TELKOMSEL,,,
