prefix,city_csv,sim_csv,provider_csv,provider_api,hlr_api,raw_text
813643,Tanjungpinang,HALO / SIMPATI,TELKOMSEL,,,
813644,Tanjungpinang,HALO / SIMPATI,TELKOMSEL,,,
813645,Tanjungpinang,HALO / SIMPATI,TELKOMSEL,,,
813646,Tanjungpinang,HALO / SIMPATI,TELKOMSEL,,,
