prefix,city_csv,sim_csv,provider_csv,provider_api,hlr_api,raw_text
82265,Banjar,SIMPATI,TELKOMSEL,Telkomunikasi Seluler (Telkomsel) - KartuHALO/Simpati/KartuAS,"Semarang, Indonesia","$ hlrlookup 0822650000000

Operator: Telkomunikasi Seluler (Telkomsel) - KartuHALO/Simpati/KartuAS
HLR     : Semarang, Indonesia"
