prefix,city,sim_card,provider
82185,Bogor,SIMPATI,TELKOMSEL
8225,Bogor,SIMPATI,TELKOMSEL
85211,Bogor,AS,TELKOMSEL
85311,Bogor,AS,TELKOMSEL
