prefix,city,sim_card,provider
82147,Sukabumi,SIMPATI,TELKOMSEL
82148,Sukabumi,SIMPATI,TELKOMSEL
82157,Sukabumi,SIMPATI,TELKOMSEL
82158,Sukabumi,SIMPATI,TELKOMSEL
82266,Sukabumi,SIMPATI,TELKOMSEL
