prefix,city,sim_card,provider
81174,Jambi,HALO,TELKOMSEL
81274,Jambi,HALO / SIMPATI,TELKOMSEL
81366,Jambi,HALO / SIMPATI,TELKOMSEL
85266,Jambi,AS,TELKOMSEL
852672,Jambi,AS,TELKOMSEL
85366,Jambi,AS,TELKOMSEL
