prefix,city,sim_card,provider
81150,Banjarmasin,HALO,TELKOMSEL
81151,Banjarmasin,HALO,TELKOMSEL
81250,Banjarmasin,HALO / SIMPATI,TELKOMSEL
81251,Banjarmasin,HALO / SIMPATI,TELKOMSEL
81348,Banjarmasin,HALO / SIMPATI,TELKOMSEL
81349,Banjarmasin,HALO / SIMPATI,TELKOMSEL
81356,Banjarmasin,HALO / SIMPATI,TELKOMSEL
