prefix,city,sim_card,provider
811622,Rantauprapat,HALO,TELKOMSEL
811623,Rantauprapat,HALO,TELKOMSEL
812622,Rantauprapat,HALO / SIMPATI,TELKOMSEL
812623,Rantauprapat,HALO / SIMPATI,TELKOMSEL
