prefix,city,sim_card,provider
811260,Purwokerto,HALO,TELKOMSEL
811261,Purwokerto,HALO,TELKOMSEL
811262,Purwokerto,HALO,TELKOMSEL
811281,Purwokerto,HALO,TELKOMSEL
811287,Purwokerto,HALO,TELKOMSEL
811291,Purwokerto,HALO,TELKOMSEL
812266,Purwokerto,HALO / SIMPATI,TELKOMSEL
