prefix,city,sim_card,provider
811706,Dumai,HALO,TELKOMSEL
811750,Dumai,HALO,TELKOMSEL
812750,Dumai,HALO / SIMPATI,TELKOMSEL
812759,Dumai,HALO / SIMPATI,TELKOMSEL
813650,Dumai,HALO / SIMPATI,TELKOMSEL
813651,Dumai,HALO / SIMPATI,TELKOMSEL
