prefix,city,sim_card,provider
811719,Muaraenim,HALO,TELKOMSEL
8117800,Muaraenim,HALO,TELKOMSEL
8117801,Muaraenim,HALO,TELKOMSEL
8117802,Muaraenim,HALO,TELKOMSEL
8117803,Muaraenim,HALO,TELKOMSEL
812719,Muaraenim,HALO / SIMPATI,TELKOMSEL
