prefix,city,sim_card,provider
82190,Manado,SIMPATI,TELKOMSEL
85240,Manado,AS,TELKOMSEL
85256,Manado,AS,TELKOMSEL
85298,Manado,AS,TELKOMSEL
85340,Manado,AS,TELKOMSEL
