prefix,city,sim_card,provider
811201,Cirebon,HALO,TELKOMSEL
811202,Cirebon,HALO,TELKOMSEL
81124,Cirebon,HALO,TELKOMSEL
81222,Cirebon,HALO / SIMPATI,TELKOMSEL
81224,Cirebon,HALO / SIMPATI,TELKOMSEL
81324,Cirebon,HALO / SIMPATI,TELKOMSEL
82127,Cirebon,SIMPATI,TELKOMSEL
