prefix,city,sim_card,provider
813643,Tanjungpinang,HALO / SIMPATI,TELKOMSEL
813644,Tanjungpinang,HALO / SIMPATI,TELKOMSEL
813645,Tanjungpinang,HALO / SIMPATI,TELKOMSEL
813646,Tanjungpinang,HALO / SIMPATI,TELKOMSEL
