prefix,city,sim_card,provider
811690,Pekanbaru,HALO,TELKOMSEL
811707,Pekanbaru,HALO,TELKOMSEL
811708,Pekanbaru,HALO,TELKOMSEL
811709,Pekanbaru,HALO,TELKOMSEL
81175,Pekanbaru,HALO,TELKOMSEL
81176,Pekanbaru,HALO,TELKOMSEL
81275,Pekanbaru,HALO / SIMPATI,TELKOMSEL
