prefix,city,sim_card,provider
81152,Palangkaraya,HALO,TELKOMSEL
812507,Palangkaraya,HALO / SIMPATI,TELKOMSEL
812508,Palangkaraya,HALO / SIMPATI,TELKOMSEL
812509,Palangkaraya,HALO / SIMPATI,TELKOMSEL
81252,Palangkaraya,HALO / SIMPATI,TELKOMSEL
813490,Palangkaraya,HALO / SIMPATI,TELKOMSEL
813491,Palangkaraya,HALO / SIMPATI,TELKOMSEL
