prefix,city,sim_card,provider
811303,Malang,HALO,TELKOMSEL
811313,Malang,HALO,TELKOMSEL
81136,Malang,HALO,TELKOMSEL
81233,Malang,HALO / SIMPATI,TELKOMSEL
81333,Malang,HALO / SIMPATI,TELKOMSEL
81334,Malang,HALO / SIMPATI,TELKOMSEL
81354,Malang,HALO / SIMPATI,TELKOMSEL
