prefix,city,sim_card,provider
81172,Bandarlampung,HALO,TELKOMSEL
81179,Bandarlampung,HALO,TELKOMSEL
81272,Bandarlampung,HALO / SIMPATI,TELKOMSEL
81279,Bandarlampung,HALO / SIMPATI,TELKOMSEL
813590,Bandarlampung,HALO / SIMPATI,TELKOMSEL
813591,Bandarlampung,HALO / SIMPATI,TELKOMSEL
813592,Bandarlampung,HALO / SIMPATI,TELKOMSEL
