prefix,city,sim_card,provider
81148,Jayapura,HALO,TELKOMSEL
81248,Jayapura,HALO / SIMPATI,TELKOMSEL
81344,Jayapura,HALO / SIMPATI,TELKOMSEL
813564,Jayapura,HALO / SIMPATI,TELKOMSEL
813565,Jayapura,HALO / SIMPATI,TELKOMSEL
813566,Jayapura,HALO / SIMPATI,TELKOMSEL
82199,Jayapura,SIMPATI,TELKOMSEL
