prefix,city,sim_card,provider
8215,Balikpapan,SIMPATI,TELKOMSEL
82150,Balikpapan,SIMPATI,TELKOMSEL
82157,Balikpapan,SIMPATI,TELKOMSEL
85246,Balikpapan,AS,TELKOMSEL
85251,Balikpapan,AS,TELKOMSEL
85346,Balikpapan,AS,TELKOMSEL
