prefix,city,sim_card,provider
81391,Batam,HALO / SIMPATI,TELKOMSEL
82171,Batam,SIMPATI,TELKOMSEL
85264,Batam,AS,TELKOMSEL
85364,Batam,AS,TELKOMSEL
