prefix,city,sim_card,provider
81147,Ambon,HALO,TELKOMSEL
813430,Ambon,HALO / SIMPATI,TELKOMSEL
813431,Ambon,HALO / SIMPATI,TELKOMSEL
813432,Ambon,HALO / SIMPATI,TELKOMSEL
813567,Ambon,HALO / SIMPATI,TELKOMSEL
813568,Ambon,HALO / SIMPATI,TELKOMSEL
813569,Ambon,HALO / SIMPATI,TELKOMSEL
82197,Ambon,SIMPATI,TELKOMSEL
85243,Ambon,AS,TELKOMSEL
85343,Ambon,AS,TELKOMSEL
