prefix,city,sim_card,provider
81112,Serang,HALO,TELKOMSEL
81212,Serang,HALO / SIMPATI,TELKOMSEL
81312,Serang,HALO / SIMPATI,TELKOMSEL
82180,Serang,SIMPATI,TELKOMSEL
85212,Serang,AS,TELKOMSEL
85312,Serang,AS,TELKOMSEL
