prefix,city,sim_card,provider
811601,Pematangsiantar,HALO,TELKOMSEL
811620,Pematangsiantar,HALO,TELKOMSEL
811621,Pematangsiantar,HALO,TELKOMSEL
812620,Pematangsiantar,HALO / SIMPATI,TELKOMSEL
812621,Pematangsiantar,HALO / SIMPATI,TELKOMSEL
813628,Pematangsiantar,HALO / SIMPATI,TELKOMSEL
813629,Pematangsiantar,HALO / SIMPATI,TELKOMSEL
