prefix,city,sim_card,provider
8110,Jakarta,HALO,TELKOMSEL
81110,Jakarta,HALO,TELKOMSEL
81113,Jakarta,HALO,TELKOMSEL
81114,Jakarta,HALO,TELKOMSEL
81115,Jakarta,HALO,TELKOMSEL
81116,Jakarta,HALO,TELKOMSEL
81117,Jakarta,HALO,TELKOMSEL
