prefix,city,sim_card,provider
81145,Palu,HALO,TELKOMSEL
81245,Palu,HALO / SIMPATI,TELKOMSEL
81341,Palu,HALO / SIMPATI,TELKOMSEL
82192,Palu,SIMPATI,TELKOMSEL
