prefix,city,sim_card,provider
81156,Pontianak,HALO,TELKOMSEL
81157,Pontianak,HALO,TELKOMSEL
81253,Pontianak,HALO / SIMPATI,TELKOMSEL
81256,Pontianak,HALO / SIMPATI,TELKOMSEL
81257,Pontianak,HALO / SIMPATI,TELKOMSEL
81259,Pontianak,HALO / SIMPATI,TELKOMSEL
81345,Pontianak,HALO / SIMPATI,TELKOMSEL
