prefix,city,sim_card,provider
81140,Kendari,HALO,TELKOMSEL
81240,Kendari,HALO / SIMPATI,TELKOMSEL
812455,Kendari,HALO / SIMPATI,TELKOMSEL
812456,Kendari,HALO / SIMPATI,TELKOMSEL
812457,Kendari,HALO / SIMPATI,TELKOMSEL
812458,Kendari,HALO / SIMPATI,TELKOMSEL
812459,Kendari,HALO / SIMPATI,TELKOMSEL
