prefix,city,sim_card,provider
811487,Biak,HALO,TELKOMSEL
8124825,Biak,HALO / SIMPATI,TELKOMSEL
8124826,Biak,HALO / SIMPATI,TELKOMSEL
8124827,Biak,HALO / SIMPATI,TELKOMSEL
8124828,Biak,HALO / SIMPATI,TELKOMSEL
8124829,Biak,HALO / SIMPATI,TELKOMSEL
