prefix,city,sim_card,provider
81127,Semarang,HALO,TELKOMSEL
81128,Semarang,HALO,TELKOMSEL
81129,Semarang,HALO,TELKOMSEL
81225,Semarang,HALO / SIMPATI,TELKOMSEL
81228,Semarang,HALO / SIMPATI,TELKOMSEL
81229,Semarang,HALO / SIMPATI,TELKOMSEL
81325,Semarang,HALO / SIMPATI,TELKOMSEL
