prefix,city,sim_card,provider
811211,Tasikmalaya,HALO,TELKOMSEL
811212,Tasikmalaya,HALO,TELKOMSEL
812228,Tasikmalaya,HALO / SIMPATI,TELKOMSEL
812229,Tasikmalaya,HALO / SIMPATI,TELKOMSEL
81323,Tasikmalaya,HALO / SIMPATI,TELKOMSEL
82145,Tasikmalaya,SIMPATI,TELKOMSEL
82146,Tasikmalaya,SIMPATI,TELKOMSEL
