prefix,city,sim_card,provider
811390,Mataram,HALO,TELKOMSEL
811391,Mataram,HALO,TELKOMSEL
81237,Mataram,HALO / SIMPATI,TELKOMSEL
812378,Mataram,HALO / SIMPATI,TELKOMSEL
813395,Mataram,HALO / SIMPATI,TELKOMSEL
813396,Mataram,HALO / SIMPATI,TELKOMSEL
813397,Mataram,HALO / SIMPATI,TELKOMSEL
