prefix,city,sim_card,provider
811263,Solo,HALO,TELKOMSEL
811264,Solo,HALO,TELKOMSEL
811265,Solo,HALO,TELKOMSEL
811284,Solo,HALO,TELKOMSEL
811285,Solo,HALO,TELKOMSEL
811294,Solo,HALO,TELKOMSEL
811295,Solo,HALO,TELKOMSEL
