prefix,city,sim_card,provider
81155,Samarinda,HALO,TELKOMSEL
81158,Samarinda,HALO,TELKOMSEL
81255,Samarinda,HALO / SIMPATI,TELKOMSEL
813467,Samarinda,HALO / SIMPATI,TELKOMSEL
813468,Samarinda,HALO / SIMPATI,TELKOMSEL
813469,Samarinda,HALO / SIMPATI,TELKOMSEL
813955,Samarinda,HALO / SIMPATI,TELKOMSEL
