prefix,city,sim_card,provider
82264,Purwakarta,SIMPATI,TELKOMSEL
822677,Purwakarta,SIMPATI,TELKOMSEL
822678,Purwakarta,SIMPATI,TELKOMSEL
822679,Purwakarta,SIMPATI,TELKOMSEL
