prefix,city,sim_card,provider
811628,Tanjungbalai,HALO,TELKOMSEL
811629,Tanjungbalai,HALO,TELKOMSEL
812628,Tanjungbalai,HALO / SIMPATI,TELKOMSEL
812629,Tanjungbalai,HALO / SIMPATI,TELKOMSEL
813626,Tanjungbalai,HALO / SIMPATI,TELKOMSEL
813627,Tanjungbalai,HALO / SIMPATI,TELKOMSEL
