prefix,city,sim_card,provider
813530,Denpasar,HALO / SIMPATI,TELKOMSEL
813531,Denpasar,HALO / SIMPATI,TELKOMSEL
813532,Denpasar,HALO / SIMPATI,TELKOMSEL
813533,Denpasar,HALO / SIMPATI,TELKOMSEL
81390,Denpasar,HALO / SIMPATI,TELKOMSEL
82144,Denpasar,SIMPATI,TELKOMSEL
82146,Denpasar,SIMPATI,TELKOMSEL
